category,text
Non-anti-LGBT+ content,Thank you 😇
Non-anti-LGBT+ content,I'm waiting part 2
Non-anti-LGBT+ content,anutza praisy 🙂😎
Non-anti-LGBT+ content,Her talking ways is  sooo cuteeeee
Non-anti-LGBT+ content,Pooo d loosuuuu poooooo thriruthuuuu
Non-anti-LGBT+ content,Hi call me  pon
Non-anti-LGBT+ content,Superb bro 💪🥰💯
Non-anti-LGBT+ content,dei maire..i am a heterosexual..and ne yenna Mumbai la tha lgbtp people erukanga nu ninaikia..lusu payale
Non-anti-LGBT+ content,Ellarume prank channel ipadiye pandringa part1-2 nu
Non-anti-LGBT+ content,Anna🥰 super 🥺Naa 🥺Vera level 😓naaa....😎
Non-anti-LGBT+ content,Soman Nair wow enna oru kandupidipu.. varalaaru theiyadha veenaragalin pechu idhu
Transphobic,intha aravani kumbalai adikka vendu ellorum sernthu
Non-anti-LGBT+ content,Act nalla irukku
Non-anti-LGBT+ content,I need gay friends
Homophobic,ithu pombalaya aambalaya mental mari pesuthu komba
Non-anti-LGBT+ content,Namma gay 9047385390 cont
Non-anti-LGBT+ content,Entha ooru
Non-anti-LGBT+ content,Ethu lan Oru polapu nu time ha waste panitu irrukinga.. Nadu Anga poga Pothu nu theriyala 😡😡😡😡😡
Non-anti-LGBT+ content,Bro neega drink kudichurigegala
Non-anti-LGBT+ content,Fulla script bro
Non-anti-LGBT+ content,bro super antha amma life long happy ya erukkanum
Non-anti-LGBT+ content,Serupadii.. Than dii unaku..
Non-anti-LGBT+ content,Nightuu veliya poga ne enna gurkaa va?
Non-anti-LGBT+ content,Kanla kanira vanthuruchi antha therunagai akka ku nala manasu.... God blis her
Homophobic,Intha marie asingam nadanthathala oru patanam alinthathie solranga
Homophobic,Onna acid  berella mukkuvendi
Non-anti-LGBT+ content,Part 2 potunga
Non-anti-LGBT+ content,Vara laval bro keep going on 👍👍👍👍
Non-anti-LGBT+ content,Apdi kelunga thalaivaa.. intha law va matum follow pana vitruvangla ena makkal
Non-anti-LGBT+ content,Saniyanunga.chi epdium silathu irukunga...
Non-anti-LGBT+ content,Vedio paathte comments padika vandhvange oru like podunge
Non-anti-LGBT+ content,Na 11th padikra apo school uniform la en p** pidichi amukinanga kootathula
Non-anti-LGBT+ content,Verrey nice beautiful
Non-anti-LGBT+ content,But voice ungala maathiri irundhuchi
Non-anti-LGBT+ content,God bless sister
Non-anti-LGBT+ content,Avara sekrama vara sollunga pa.. nanum skl padikra Apo la irunthu pathuttu iruka... Clgae mudichachu... Inum varala... Sekrama vanga pa...
Non-anti-LGBT+ content,I am waiting
Non-anti-LGBT+ content,Naan yentha video parthu Naan alunthathu illai but intha video parthu yennai ariyamalae alunthuten; 😢😢
Non-anti-LGBT+ content,Vadekapakaranaiga vadegamatumthaa papagaa polla meejeponaa video adupanuga
Non-anti-LGBT+ content,@New India  manusan Ku manusan mela than attraction varum epdi animals mela varum.ena Da logic karumoo da
Non-anti-LGBT+ content,Ninga azhga irukinga aunty azhga pesringa
Non-anti-LGBT+ content,Thalapathy Prasanna 😁
Non-anti-LGBT+ content,Homosex entra word thaan ivangalukku problem application la sex entra word ah kandaale oru maathiri paakkura ulaham sis ithu you don’t worry be happy 🥰
Non-anti-LGBT+ content,Enna bro achu
Non-anti-LGBT+ content,Desi Gamer  dei loosu payale. neengalam ennaki thiruntha poreengalo
Non-anti-LGBT+ content,A great tamil wonder women
Non-anti-LGBT+ content,Nayatha kega vakkella Sunni mudikudu viduku poda
Non-anti-LGBT+ content,Simple! Ungaluku pudikkalana kandukkaadheenga!
Non-anti-LGBT+ content,Oh super unga voice super ❤
Non-anti-LGBT+ content,God bless you sister jesus unkalai nechikkirar
Non-anti-LGBT+ content,Video eadokuran parru avan tha unmayatha Ambala pola....
Non-anti-LGBT+ content,@Sakthivel Sakthi  vellore na adukkambarai ya sister
Non-anti-LGBT+ content,Headphone 🎧 mukiyam bigulu😂😂
Non-anti-LGBT+ content,Woww semaya irukanga actress lam ivanga kooda nikka thaguthi illa
Non-anti-LGBT+ content,Sharuk Sameer  good
Non-anti-LGBT+ content,Ne soldrathu ellam ok sister...unna neraya heterosexual boys orasananga nu soldrathu than nambara mathiri illa....oru vela gay va irupanugalo...
Transphobic,Na unna serupa kalati adipen paratasi
Non-anti-LGBT+ content,Ponna pirantha aan
Homophobic,"Enga pathalu pundainga ,aambalainga Kita palagave oru paiyanuku bayama irundhuchu ithana naala ..aana ipa 377 Vera thookitinga inimel gay thayolingaluku thokku maira iruku....idhuku indha lesbian Vera supportu"
Non-anti-LGBT+ content,@sai manoj  thanks dude
Non-anti-LGBT+ content,Paava kathaigal Thangam padathutu parithavapattu kanner vitten aandavan yen ipdi vachurukannu.. ; but itha patha erichala varuthu chai..
Non-anti-LGBT+ content,Idhum aan penn kadhal madhiri oru alagiya unarvu
Non-anti-LGBT+ content,Malini I want to meet u
Non-anti-LGBT+ content,Yo Vera level ya
Non-anti-LGBT+ content,jeevagan Jag  😂😂😂😂😃😃😃😃
Non-anti-LGBT+ content,Super sir correct sonega vaalthukal 🤝
Non-anti-LGBT+ content,Intha paiyanuku enna vendum. Interviewer bethiyala irukan.
Non-anti-LGBT+ content,Fun panu ana romba pannatha..adutha video pakanuna koinjam neeta panu..
Non-anti-LGBT+ content,So u r a lesbian...; 😝
Transphobic,Manikandan  ithunga thollaithan thaangalena neengalum yen sanda podringa bro s
Non-anti-LGBT+ content,Please like me
Non-anti-LGBT+ content,Bro enna ku alaga irukanum than aasai and girls kuda avaloka palakanathu illa and athikama na thaniyathan irupan athumattum illa enaku mood iruntha nan thaniya work pannniduvan apo nan enna gay ya  neega solluratha patha enaku bayamaruku bro 😀😂
Non-anti-LGBT+ content,Selva Phil seriya sonninga
Non-anti-LGBT+ content,5:16 uncle semma 💜
Non-anti-LGBT+ content,Tmp thaan gethu
Non-anti-LGBT+ content,Ada thevdiya Munda .. mooditu po d kenapunda
Non-anti-LGBT+ content,Unaku ORU paiyan kidaikala de....
Non-anti-LGBT+ content,Save me tae😭
Non-anti-LGBT+ content,Correcta sonniga bro
Non-anti-LGBT+ content,I like u r boldness sister semma ya pesringa
Non-anti-LGBT+ content,Nice bro....but pls complete until end
Non-anti-LGBT+ content,Iva oru aalunu
Non-anti-LGBT+ content,I love you 🌺🌺🌺🌺🌺
Non-anti-LGBT+ content,Apo ivaru 0:50 ?
Non-anti-LGBT+ content,Pechai Karen hela Nada oruvakiduvon
Non-anti-LGBT+ content,Nalla irupinga da neenga ellam
Non-anti-LGBT+ content,Vera level story ❤️❤️
Non-anti-LGBT+ content,5:41 daii poda 🤣🤣
Non-anti-LGBT+ content,Na bisexual tan... 😔 Enaku gay's  um pudikm... Ana Enku Epovara true best friend yarumilla 😔...Ellarum vitu poraga Rombha kastama Iruku...
Non-anti-LGBT+ content,Super bro idha kandipa share pannanum
Non-anti-LGBT+ content,Namma akka ketta paru kelvi
Non-anti-LGBT+ content,Andha mansu tha kadvul❤️❤️❤️
Non-anti-LGBT+ content,@Canada Vibs  apadi padichi irunthum pathiyama irukane athan kekuraga
Non-anti-LGBT+ content,Sema fun😂😂❤ and melting
Non-anti-LGBT+ content,90s kids nanga pavam da😂😂😂
Non-anti-LGBT+ content,Bro ongaluku nalla manasu
Non-anti-LGBT+ content,Epo  varum
Non-anti-LGBT+ content,Dai ne 100 varusham nalla irupa da poda
Non-anti-LGBT+ content,Akka you are great🙏🙏👍
Non-anti-LGBT+ content,"This is natural , edhu gene la vara prblm chromosome imbalance porappulaya varadhuku avanga onnu panna mudiyadhu, kolandha kaaru aagura apo ellarumey female dha Y chromosome irundha testosterone ngura  hormone female ah male ah maatudhu anga nadakura yedho oru mutation la andha Baby ku interaction opposite la varadhu illa , sila peru ku XXY chromosome irukum avanga ponna irundhalum paiyan maadhiri pannuvanga XYX irundha paiyana maadhiri irundhalum ponnu maaadhirila irupanga edhula gene la nadakura thappu , by birth la nadakuradhu yaarayum thappu solla mudiyadhu, sila per by birth la homosexuality ah irupanga avangala maatha mudiyadhu sila per chinna vayasula abuse panna patturupanga adhunala homosexuality ah irupanga avangala maatha mudiyum"
Homophobic,Mam man.. girl girl.. na man girl edhukku da.. ; Man man kitta enna irukkum? Girl girl kitta enna ma irukku? Sathiyama yen ma lusu mari paesuraa
Non-anti-LGBT+ content,Luv u sooooooo much sister 😍😍😍😍😘😘😘💋💋💋awsm speech unga attitude super
Homophobic,"@Kadhayalla Nijam  yenga ithukellam Enna awareness venum ... Innum poga poga animals Kuda sex vachupanga , athaiyum accept panunga ..  sex na men and women mattum panrathu tha ..  summa ivangala onnu create pannikitu .... 100 year ku munnadi ithellam kidayathu .  Ipo vanthutu suma olarama ponga bro"
Non-anti-LGBT+ content,Hey...enaya nadakuthu..ulakathula epa dai...pogada dai..
Non-anti-LGBT+ content,Apo vanthu en **** sappitu pooo
Non-anti-LGBT+ content,Po d ...
Non-anti-LGBT+ content,Prank panrenu...; Ala vachutinga bro.....😥😥
Non-anti-LGBT+ content,Unmaya antha akka Vera level 🙏🙏..romba nalla manasu ullavanga 🤗🤗🤗
Non-anti-LGBT+ content,Yacoob Mohamed agree
Non-anti-LGBT+ content,Indha vishiyathula yenna bad and good iruku nu theriyama ellarume polamburinga ; ; ; Enaku suthama Idha pathi therila adhanala vaaiya moodinu iruken ; ; Idha pathi yedhavadhu therincha puriyura Mari sollunga 😬😬😬😬
Non-anti-LGBT+ content,Pudichu jail Illa poodanum
Homophobic,"Orinaserkkai miga periya pavam, sothom komara patanathai theeiyinal azhitha Pavam...vendam Manam marungal,"
Non-anti-LGBT+ content,Super bro antha akkaku romba nalla manasu...🥺🥺👍👍
Non-anti-LGBT+ content,"Ivanga ipdi asingama panrathuku karanum intha society dhan, avangala elakarama pathu, tappa pesi pesi dhan avanga ellarum ipdi aagitanga, chumah apdiyeh nalvanga matri pesitu irukathinga, respect them they will treat you like God."
Non-anti-LGBT+ content,@Sandy R  ne avala sappi sappi dha ipadi sappi poitala 😂😂😂🤣🤣🤣🤣🤣 soothu sappingala 😂😂😂🤣🤣🤣 sappurathuku ungalukulla poti vera 😂😂🤣🤣🤣
Transphobic,ethu alam rampaa over🙄🙄😬😬😬😇😇👊👊👊entha naigali 👠👠👠adichi anapanum.evargal thoulai thanka modiyala
Non-anti-LGBT+ content,"Andha akkavuku periya salute,akka neenga great,true human being...."
Non-anti-LGBT+ content,"goyya suthhula pei,gommaala okkuran paru booyiiii🤣🤣🤣🤣"
Transphobic,Eintha pundainkala eppadi than
Non-anti-LGBT+ content,Antha manasu than sir kadavul🙏
Non-anti-LGBT+ content,@Ramya Rami  🤨🤨🤨
Non-anti-LGBT+ content,"Nala vanungunga ,apathan ipa easya thapu seiva"
Non-anti-LGBT+ content,Kadavul irukan kumaru
Non-anti-LGBT+ content,Jaadhi kaga thanoda Ponnai kollradu vida idu avlo peria anyyayam ila....
Non-anti-LGBT+ content,Vera level ya ne
Non-anti-LGBT+ content,Anna I really cry Anna antha akka oru legend avanga oru nala manasu avangaluku
Non-anti-LGBT+ content,Yogesh Waran manichikonga bro
Non-anti-LGBT+ content,"@Ayy Ar  wow super, enakku inta matiri unmaiyana natpaitan etir  parten..i am so happy. I love you so so so much machan. Ummmmmmah. No na anuppitten."
Non-anti-LGBT+ content,@Ayy Ar  enjoy Sunday. Nalla sappittu rest edunga.romba drinking pannatinga.Iove you.
Non-anti-LGBT+ content,Hiv  - varum.
Non-anti-LGBT+ content,Prank panna varapo kanchana padam pathutu vanthaya ore padathula vara dialogues ah pesura🤣🤣🤣
Non-anti-LGBT+ content,2.26 shut up idiot
Non-anti-LGBT+ content,i love you katrina
Non-anti-LGBT+ content,Pottuthan Akka ungalukku superra irukku Akka
Non-anti-LGBT+ content,Enna nadakuthu sathiyama puriyala purinjavainga soluinga plxzz
Non-anti-LGBT+ content,"@weird தமிழன்  evaru apadiye population kutitaru ,engala solla"
Non-anti-LGBT+ content,"Poi Psychology Doctor Shalini madam video paaru Da ara vaekaadu, 😠"
Non-anti-LGBT+ content,Ninga inta nombarukku watsapp panna mudiyuma; .
Non-anti-LGBT+ content,Part 2 eppo varum mattum solluingga please
Non-anti-LGBT+ content,Hello 👋 number
Non-anti-LGBT+ content,"singam na singam mari irukum , puli na puli mari irukum  kuruvina kuruvi mari tha irukum     ,yarunalum ,kk avanga mindset yepti ,iruko avanga life ,nengalum divorce nu court Ku ,varama iruntha kkk"
Non-anti-LGBT+ content,Ampalaga apudi getha kamikiriga  avga   ponugala lost varaikum adimaya vachigaraga
Non-anti-LGBT+ content,Same to u 🙄
Non-anti-LGBT+ content,oru naal unga life ungalukku pudiccha maari maarum 😣
Homophobic,"ean  boomi thannai thanea sutrikkondu  :sun:suriyanai sutruginrana,  ean  aanum  pennumaai  padaikka  pattana, ean   suriyan  kizhakkil mattum  uthayamaginrana  (sila athyaavasiyamana   kattuppadugal  illatha vazhkai  vazhkaye  illai)   ithu  thavaru"
Non-anti-LGBT+ content,@Karthik Kumar   aamam bro ivanga cmntlaam padicha namakudhaan thala vali...edhukku 😂😂
Non-anti-LGBT+ content,girubhakar T Saadhi paarthu kaadhalai piripadhu epdi solluveenga??
Homophobic,Naalu kaasu varardhu na yedhuvum thappilla nu ninaikyaraan pola dei yippadi patta nee neeyum yevan kittayaavudhu paduthu kaasu vaanguva kooda porandhavaalayum kaasukku vilai pesuva kaasu dhen mukkiyam likes dhen mukkiyam na mannenna oothi koluthikittu video podendaa yeanda sillarathanama yosikyara
Non-anti-LGBT+ content,Semma nanba. 😭😭😭😭              varthaiku vartha Sami nu solra avangadha original saami ❤️❤️❤️❤️
Non-anti-LGBT+ content,Indha Mathiri lam aduthavanga feelings hurt aagura Mathiri prank pantheenga .. romba cheap ah iruku ..
Non-anti-LGBT+ content,Vekadha;  Saavu dii myire un amma porandha karanam nee crt iru dii myire
Non-anti-LGBT+ content,Ok nave aunty
Non-anti-LGBT+ content,Akka spr akka love u 😍
Non-anti-LGBT+ content,Super script Nanba ....
Non-anti-LGBT+ content,Bro aptiye irukinga
Non-anti-LGBT+ content,Una munji sunny ya vita nallatha iiruku
Non-anti-LGBT+ content,Andha manasu than sir KADAVUL
Non-anti-LGBT+ content,Tamil nadu la irukra transgenders ellame rmba rmba nalla manasu kaaranga ; Vera level nga.... avangalam oru thadava  tamil nadu velila ponathaanga teriyum.... TN la irukravanga mathipu
Non-anti-LGBT+ content,Plzzz don't say dii 🙏 respect must
Non-anti-LGBT+ content,😒😒 adai  NE sonnathu enaku  porunthum ana Enaku girl ta pudikm 😘😘😘 and boy too
Non-anti-LGBT+ content,@vijay visvasi  naan yaara iruntha unaken eriyuthu .. punda vendantu arivuketta nayr
Non-anti-LGBT+ content,I am waiting
Non-anti-LGBT+ content,Super figure action
Non-anti-LGBT+ content,Please anna part 2 post panuga
Non-anti-LGBT+ content,Akka i love u akka 😘😘😘😘
Non-anti-LGBT+ content,G konjam Anna tower ku poi Paruga g avaga thola thagamudiyala
Non-anti-LGBT+ content,@vegita aa  iraivan ungakitta sonnaaraa? Naa ivangaluku ivangala padachiruken nu. Iraivan ellaaraiyum padachu vitutaar. Ellaarukum oru oru paalina eerppum kadavul kuduthutaar.; ; Apram avanga avanga pudichavangaloda vaalndhukattum. Idhu dhaan iraivanoda logic.; ; Neenga edho iraivanuku vakkeel maadri pesa venaam. God is in support of gay and lesbian sex. Adhanaala thaan engala ipdi padachrukaaru avar.
Non-anti-LGBT+ content,@Kovai 3D studio  Yep 😂😂😂😂😂
Non-anti-LGBT+ content,Oruthanuku oruthinu tha kelvi pattu valandhom aana ipo ulagam edha noki poitu irukune therla...  😥
Non-anti-LGBT+ content,one simple question to all. avanga apdi nu theriyum ungaluku. avangala thirutha enna panninga neenga? adha pathi ungaluku full ah theriyuma? apram epdi neenga pesalam?
Non-anti-LGBT+ content,Naan 2 time pakura entha video avolo cute iruku nxt part video poodunga
Non-anti-LGBT+ content,Neengalum oru kadavuldhan
Non-anti-LGBT+ content,ethukku ivvalavu yachum
Non-anti-LGBT+ content,Well said gethuu Akaa😎
Non-anti-LGBT+ content,Bro really vera level kann kalangugiradhu idha pakurapo😭😭😍
Non-anti-LGBT+ content,😂yes yes.... Na avanga appakitta  pesumpothu skip pannitten
Homophobic,Vishwa Hanu nan puriyura mari than anupuren.... nan paiyathiyamave irunthuttu poren vidu ungala mari irukura jenmathunga kuda Normal ah iruntha kuda paithiyam solliduvinga... adhuku paithiyamave irukalam
Non-anti-LGBT+ content,Avanga avanga feeling sa yaralaiyum matha mudiyadhu
Non-anti-LGBT+ content,"Nice, ninga epdi beaution join pannainga"
Non-anti-LGBT+ content,Lesbian mrg pannika sikarama rights Vangi koduthurunga plzzz🙏
Non-anti-LGBT+ content,heee hee true bro
Non-anti-LGBT+ content,Super video bro  respect all girl  🔥🔥🔥
Non-anti-LGBT+ content,Koodhi culture pongada
Non-anti-LGBT+ content,Semma  bro... ⛄🌈
Non-anti-LGBT+ content,Akka neenga theivam😥😥😥😥
Non-anti-LGBT+ content,Bala kumar Correct ah pesurinja ji 👏🏽👏🏽
Non-anti-LGBT+ content,Unayum oruthan orasirukan na avan evlo periya pundaya irupan
Non-anti-LGBT+ content,Akka ithan ennoda no ungalukku enna help venumnslum le lunga..... 8681954127.... Enna la mudijja uothaviya nan seiven.... Unga mela pavappatu illa.... Enakkum oru freds irundha di piritthiga yasini...... Police.... I love you akka
Non-anti-LGBT+ content,@BSM  irukalam ipothaiku theriyathu
Non-anti-LGBT+ content,@Ayy Ar  sappittingala machan. Work mudinjata. I am so fee about you.kayappadda en manasukku oru nalla maruntai Sol bujjima.
Non-anti-LGBT+ content,Namma panradhu  mathavanuku kastam kuduklena edhuveme thappilaa.....
Non-anti-LGBT+ content,Super talk 👍
Homophobic,Ne ampalya enna
Non-anti-LGBT+ content,Love u akka😍
Non-anti-LGBT+ content,I need a bestie.. Hardly need a bestie like karthick... ??
Non-anti-LGBT+ content,Vara Laval poga Bro 🤩😁
Non-anti-LGBT+ content,Akka unga romba pedechirukku
Non-anti-LGBT+ content,"Nala manasu pa ivagalaku, ; Ippalm yarukum ila nala manasu,"
Non-anti-LGBT+ content,"Oru payan pirakum podhey ,unmaya porakuran vacchukoo.avan matha vanga pesuratha pathu ,avanga thappu naa than crct nu sonna yaru right nu neeungaley sollunga?"
Non-anti-LGBT+ content,"S enakum oru akka bless pannanga,,  enakum 10 th day job confirm agitu"
Non-anti-LGBT+ content,Naadu kevalamana future ah noki poi kondu irruku inrathuku intha karumam pidicha theerpu oru yeduthu kaattu !! Ithuku varalatru sirappu mikathu solarathu avanaavanga thoda naadungi thanatha thaan kaatuthu !!
Non-anti-LGBT+ content,Indha show la neyraya people fake ka peasuraga.. Enga show la gay people ku support ta peasuna avugala pathi yallarum thappa nanachuduvaganu nenaikuraga.
Homophobic,"aids varumey ,atharkku neethi mandram marunthu kodukkumaa ? neethibathikalaaga irukkum  anaivarum ithai oppukolkiraarkala ? balathkaaramaaka oruvar  oru siruvanai      ( pandriyai pola  )punarnthaal  entha sattappadi thandanai koduppeerkal .? jai hind .sollanumaa? baarath maatha ki jai sollanumaa >?ini mathaa eppadi varuvaal ?"
Homophobic,World Mendal health doctor  sonna  Inga ye kekanu  Arivu ketta mundam  ; Unna vetti thandi podanu  naye naye ; Echa  ne soldra  ariviyal ulaviyal arasiyal ah yar vaikara
Non-anti-LGBT+ content,I like it
Non-anti-LGBT+ content,Jail  lla    podanume
Non-anti-LGBT+ content,Oru naal naanum allutha naatkal undu..en nanbanukku 😭😭😭ennaal  solla mudiyavillai...naan appozuthu Avan nelamaiyai purinthukolla vellai...eppozuthuthaan purikirathu😭 naan thavaru seithuvitten Endru..avan eppozuthu ennidam illai naanum avanooda illai..intha video paathathukku aprm Avan enga erunthaalum Nalla erupaanu nambaren.... .thks for remembering❤️keep rocking brother's 👍
Homophobic,Vera topic kedaikalaya. Kandraavi. Manam kettavanga. Thu thu.
Non-anti-LGBT+ content,Rmba late aachu intha nala movie a release pana; Inum kjm yrs munadiye vara vendiya movie ; Feel gud 😍
Non-anti-LGBT+ content,"@Ayy Ar  yes bro, atutan en watsapp no, nan anuppiya nombarku watsapp add panni try seitu parunga dear pls.ennala mudiyala chellam, eppadi yavatu ungaludan pesa vendum unga mugattai parkka  vendum enru tudiyai tudittu kondirukkiren.so try pls.love you baby."
Non-anti-LGBT+ content,"naa niraya edathula paathurukken,  ivanga paisa Kettu naama kodukkalanaam saabam vidarapola pesittu thittitu poranga,,    yaaralaume ekuthu kekkamudila bcoz thirunangaiya irukkanganga,  then avanga romba Asingama kocha vaarthaikala use pandranga,,"
Non-anti-LGBT+ content,Andha manusu tha sir kadavul❤️❤️❤️❤️❤️
Non-anti-LGBT+ content,"Bible, Jerusalem ingra kutty village ku yerpa pannathu(said by doc Shalini). So if that's true Andha kutty village ku sonna ellamey, Ellam yedathukum porunthathu.  And nama mooka kondu poi mathavanga life la nozhaika vendam. Naatula neraya keduketa visayam nadakuthu, mudincha adhuku kural kodupom."
Non-anti-LGBT+ content,Life pathi ennanu theriyama pesuthu antha ponnu.......first kannadi ethukku potturukku? Thaanga mudilada.....o
Non-anti-LGBT+ content,Unmai ya aluthutaya yow reyaly greate ya
Non-anti-LGBT+ content,Sister nan own business pananum nu ninaikurane business arambichadhum thirunangai galadhane job ku yadupane
Non-anti-LGBT+ content,@Pavithra Palani  na oru ponnu thaan nanum ungala maari thaan
Non-anti-LGBT+ content,Bro nic vera level
Transphobic,Nega lesbian ah?  yen boy getup la irukiga?
Non-anti-LGBT+ content,Appo gay na ketavangala...bro
Non-anti-LGBT+ content,"Very nice bro ,romba nalla akka"
Non-anti-LGBT+ content,Evanda athum dislike ah pottathu
Non-anti-LGBT+ content,Rajeswari Rajagopalan hai
Non-anti-LGBT+ content,Same life but naan srilanka .
Non-anti-LGBT+ content,Mamull correct ta porathunala kandukollavilai
Non-anti-LGBT+ content,Ellam pasangalum ungalukku suck Pannanganu solringala nenga enna avlo periya aan azhagana  illa ulagathulaye ungalukkuthan peariya sunniya
Non-anti-LGBT+ content,"@Ayy Ar  oh god,drink partyya,OK OK.romba talaivaliya irunta na oru tips solren seiyunga...dress ellam kalattittu,freeah irunga.na unga kuda irukkirata  ninachi,tadavikittu irunga.na appadiye ungala lip kiss adiccikittu body fulla lik  pannikitte  ungaloda kunjikitta vantu  ,en nakkala kunjiya nakkikitte vayile  fulla uttu sappurata ninaiccikinga.kanji out agut potu en vayileye adichi terikkavidunga.fulla out anatum,ahhhhhhhnu oru sound kudunga.......unga talai vali ippo kanamal poccu.take are."
Homophobic,mic ha pudingi thala mela adingada avala vanthuta mic thukitu💪👊
Non-anti-LGBT+ content,I support you na USA la iruku inga na pathuruka pesiruka avangalukum baby la iruku avangalae pethukitanga egg donar mulayama pethukaranga . Husband and wife ah vida girl and girl super ah life ah vazharanga
Homophobic,Poi saga sonnen... Ivala mathri gays and lesibians...
Non-anti-LGBT+ content,@shinchan shinchan  bro kova padathinga...yaaraium avanga unarvukalai vachi kindal panna thinga....athaa naa solla varen.....Avanga la appdiye vittudunga...
Non-anti-LGBT+ content,@Chen Nila   super
Non-anti-LGBT+ content,Mansi mansi hiii
Non-anti-LGBT+ content,damaal dumeel avanga oru nalla poraali
Non-anti-LGBT+ content,5mints la sollamutium ah ;  ok i ill try
Non-anti-LGBT+ content,Avangaluku pudichi erukku avanga andha relationship la erukanga I'm whish the judgement happy ah erunga lgbt
Non-anti-LGBT+ content,Good ji comedy
Homophobic,Idu thappu nu solra ellarume sex ah pathi mattu than nenakranga..... mattravargal yaar yaarai kaadalika vendum endru naam mudivu seivadu  oru kevalama seyal
Non-anti-LGBT+ content,I'm waiting Anna
Non-anti-LGBT+ content,aei yengada kamicha chi kamichan
Non-anti-LGBT+ content,Meera Mithun vida rompa alaka itukirenka sister
Non-anti-LGBT+ content,Super ra pesuringa akka
Non-anti-LGBT+ content,@S Selvam  Hii
Non-anti-LGBT+ content,Nan ponnu nu ninachan😢; ; Summa tharika vidrom🤗
Non-anti-LGBT+ content,"Eanaku thirunangai akka nga kitta nalla visyangal nadanthiruku; Oru vaati naan Hyderabad la irunthu return vanthapoe toll gate la oru akka kaasu ketaanga apo eanta kaasu ila naan bayanthute akka kaila kaasu ila akka nu sonnean. Udane avanga thittuvaanga nenachean aana avanga 100rs eanaku kuduthaanga naan venaam sonnean ila vachukoe apuram unkaila kaasu irukumbothu vera yaarukaavathu  kudu sonnaanga, ; Avanga great... Aairathila oruthanga ; Nallavanga"
Non-anti-LGBT+ content,Nalla nadikiran pa vera leval
Homophobic,Ival oru demon because alleevin arambam
Non-anti-LGBT+ content,@S Ragul  no
Homophobic,Ishvar Mahendiran apram avanga pesuna mathuri innaki judgement illegal affair legal ayiruchu...yepti ithuvum oru thani patta manusanoda feelings nu support pannunga.....apo kalam fulla nee enaku nan unaku nu commit anavanga roadla pogatum......
Non-anti-LGBT+ content,Semma concept namba
Non-anti-LGBT+ content,👌 Nala vishayam bro
Non-anti-LGBT+ content,She is damn lool like a girl
Non-anti-LGBT+ content,@thala sathish  enna crct panna paakkuriyaa
Non-anti-LGBT+ content,Neenga Tiruvannamalai ah bro
Non-anti-LGBT+ content,Nee vera lvl ya
Homophobic,Podi potta thevdiya
Non-anti-LGBT+ content,Sema bro nalla panninga bro. Keep try bro
Non-anti-LGBT+ content,Kandipa Nanba.. Definitely neenga pakanum.. Love you❤ 🥰🙏
Non-anti-LGBT+ content,Salute to that akka mathavanga manasu kasta pada koodathunu nenaikara antha manasu enga irunthalum nalla irupanga
Non-anti-LGBT+ content,Nalla thalaya thalaya atringa sana
Non-anti-LGBT+ content,Sis thrunangai English LA apid soluvanga
Non-anti-LGBT+ content,2 part enga??
Non-anti-LGBT+ content,One word ivanga god ivanga eppavum theivamthan ivanga eppavum theivama ninakira Amma ivanga
Non-anti-LGBT+ content,Unnoda vela pu.... mattum paru okwa
Non-anti-LGBT+ content,Love you Akka 😘😘😘😘😘
Non-anti-LGBT+ content,Super fun dear
Transphobic,Idhunga maariyadhaya idhungalea kedudhukudhuga saniyanuga pesudhu paaru dash mathriii idhukalalam saavatikanum... Saniya saniya aambalaya yepd pesudhu paaaru mudevi
Non-anti-LGBT+ content,Semma adtha akka anbu iruke... 🙏
Non-anti-LGBT+ content,Bold speech! Bravo
Non-anti-LGBT+ content,Antha manasu tha sir kadavul
Non-anti-LGBT+ content,Melum melum valara vazhthukkal nanbaa.unga all videos super.all the best 😍💕; Iam kanagaraj from Europe
Non-anti-LGBT+ content,Mohan raj yen bro apadi solriga...
Non-anti-LGBT+ content,Dai kotha ethe unga vitto ponna Panna epdi da irukkum lusu punda sambavammamal
Non-anti-LGBT+ content,bro sema super👌
Non-anti-LGBT+ content,Yen da galata vittutu vantha
Non-anti-LGBT+ content,I'm ashok from sivakasi nanum ungala mathiri than Bro nanum enga veetla sonnen but nan ninacha mathiri Illa. Veetla enakku pidikkama marriage fix panni enakku kalyanamum pannittanga. Ennoda santhosam ellam pochi Bro. Ippa marriage agi One week aguthu. Nanum elathaium maranthuttu oru puthu valkkai ya arambikka poitten. Ippa wife kooda irukken. Nan santhosama illattium santhosama vala try panren. Unga phone number thanga Bro plssssssss
Non-anti-LGBT+ content,Yaraum vela kudukalenu sollratha vida therinja vela senjale pothum yar ellam 9nu pottainu alinu sollringalo avangalam akka amma nu kupda aramchiruvanga suya mariyathaum kudaikum kaalam maruthu thirunangaium maravendum
Non-anti-LGBT+ content,Nee happy ya oduma
Non-anti-LGBT+ content,Super da thampi
Non-anti-LGBT+ content,"Nanba neenga vera level nanba first,middle,last. Ellam nalla vellai seitathuku nanba"
Non-anti-LGBT+ content,dai eanda eppudi
Non-anti-LGBT+ content,Straight na enna bro konjam sollungalen
